name,model,accuracy,precision,recall,F1
friends_1000,1,0.3171,0.6518,0.0185,0.0359
friends_2500,2,0.3608,0.6964,0.0480,0.0898
friends_5000,3,0.3903,0.7256,0.0744,0.1349
friends_10000,4,0.3973,0.7479,0.0661,0.1215
friends_15000,5,0.4178,0.7639,0.0928,0.1654
